link_id,road_no,road_link_name,road_class,surface_type,region,station,link_length_km,bridge_crossings_on_link,has_aadt_evidence,traffic_match_type,latest_aadt_year,latest_adt,current_aadt_2026,current_adt_excluding_motorcycles,annual_weighted_growth_rate,seasonal_factor,evidence_observation_count,proxy_evidence_count,duplicate_slot_factor,observed_years,annual_detail_years,traffic_basis,sources
M20Int1_S2,M20,Namboole Interchange Slip 2,M,Bituminous,Central,Kampala,0.369,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int1_S3,M20,Namboole Interchange Slip 3,M,Bituminous,Central,Kampala,0.397,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20N1,M20N1,Kampala NorthernBypass (dual),M,Bituminous,Central,Kampala,20.024,0,Yes,exact-link-raw-tis-reconciled,2024,58237.57,64819.87,24891.85,0.055,1,7,3,1,2024,2024,Reconciled from TIS 2024 raw classified hourly counts by grouping date-hour-direction slots and averaging duplicate rows before daily ADT aggregation; applied because the embedded estimate was duplicated or materially inconsistent with the raw link count,TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill; Raw TIS duplicate/mismatch reconciliation
M3Int1_S3,M3,Busega Interchange Slip 6,M,Bituminous,Central,Kampala,0.593,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
C001_Link01,C001,Nsambya- Cape town Villa,C,Bituminous,Central,Kampala,2.767,0,Yes,exact-link,2025,3256.23,3451.61,1883.77,0.06,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
C335_Link01,C335,Sungira Hill Access,C,Bituminous,Central,Luwero,1.6,0,Yes,station-class-proxy,2025,2793.96,2961.6,1505.01,0.032,1,37,37,,2025,2026,"AADT proxy from Luwero C road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",Traffic_estimate_2025.xlsx; Generated road-link traffic integrity fill
M3N1_Link01,M3N1,Kampala - Entebbe Expressway (dual),M,Bituminous,Central,Kampala,24.958,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int4_S1,M3,Mpala Interchange Slip 1,M,Bituminous,Central,Kampala,0.396,1,Yes,corridor-proxy,2024,18966,20711.35,12075.61,0.055,1,7,,1,2024,2024,AADT proxy inherited from M3_Link01 for Mpala Interchange Slip 1; used because no slip-specific count was found in the traffic repository,Traffic_estimate_2025.xlsx; TIS 2025_AADT analysis.xlsx; Raw TIS duplicate/mismatch reconciliation; Bridge integrity traffic proxy
M3Int4_S2,M3,Mpala Interchange Slip 2,M,Bituminous,Central,Kampala,0.671,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int3_S4,M3,Kajjansi Interchange Slip 8,M,Bituminous,Central,Kampala,0.426,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int3_S2,M3,Kajjansi Interchange Slip 6,M,Bituminous,Central,Kampala,0.53,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3_Link02,M3,Munyonyo Spur,M,Bituminous,Central,Kampala,12.336,0,Yes,same-road-corridor-proxy,2025,41696.66,44198.46,32988.77,0.055,1,2,2,,2025,2026,"AADT proxy from M3 corridor links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3_Link01,M3,Kampala - Entebbe Expressway,M,Bituminous,Central,Kampala,24.811,28,Yes,corridor-proxy,2024,18966,20711.35,12075.61,0.055,1,7,,1,2024,2024,AADT proxy from A003_Link02 Zana - Entebbe Airport classified Entebbe corridor count; used because no exact M3 expressway count was found in the traffic repository,Traffic_estimate_2025.xlsx; TIS 2025_AADT analysis.xlsx; Raw TIS duplicate/mismatch reconciliation; Bridge integrity traffic proxy
C274_Link02,C274,Madudu - Kiyuya,C,Unsealed,Central,Mubende,16.9,0,Yes,exact-link,2025,2158.07,2287.55,540.63,0.06,1,1,,,2025,2025,Exact 2025 classified link ADT predicted to 2026 using Traffic_estimate_2025.xlsx growth factor,Traffic_estimate_2025.xlsx
M20Int2_S11,M20,Naalya Interchange Slip 11,M,Bituminous,Central,Kampala,0.369,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int5_S1,M20,Kalerwe Interchange Slip 1,M,Bituminous,Central,Kampala,0.449,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int5_S2,M20,Kalerwe Interchange Slip 2,M,Bituminous,Central,Kampala,0.399,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
A009_Link01,A009,Kampala - Nansana,A,Bituminous,Central,Kampala,5.305,0,Yes,exact-link-raw-tis-reconciled,2024,57363.64,62642.53,20517.98,0.045,1,7,,1.005,2024,2024,Reconciled from TIS 2024 raw classified hourly counts by grouping date-hour-direction slots and averaging duplicate rows before daily ADT aggregation; applied because the embedded estimate was duplicated or materially inconsistent with the raw link count,Traffic_estimate_2025.xlsx; TIS 2025_AADT analysis.xlsx; Raw TIS duplicate/mismatch reconciliation
M20Int8_S1,M20,Masanafu Interchange Slip 1,M,Bituminous,Central,Kampala,0.39,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int1_S2,M3,Busega Interchange Slip 5,M,Bituminous,Central,Kampala,0.561,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
A009N1_Link01,A009N1,Kasubi (Dual),A,Bituminous,Central,Kampala,1.365,0,Yes,station-class-proxy,2025,27170.06,28800.27,20333.26,0.045,1,16,16,,2025,2026,"AADT proxy from Kampala A road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",Traffic_estimate_2025.xlsx; Generated road-link traffic integrity fill
M20Int7_S3,M20,Namungoona Interchange Slip 3,M,Bituminous,Central,Kampala,0.454,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int7_S1,M20,Namungoona Interchange Slip 1,M,Bituminous,Central,Kampala,0.5,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int6_S2,M20,Bwaise Interchange Slip 2,M,Bituminous,Central,Kampala,0.367,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int5_S3,M20,Kalerwe Interchange Slip 3,M,Bituminous,Central,Kampala,1.092,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int4_S3,M20,Kyebando Interchange Slip 3,M,Bituminous,Central,Kampala,0.499,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int4_S2,M20,Kyebando Interchange Slip 2,M,Bituminous,Central,Kampala,0.11,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int4_S7,M20,Kyebando Interchange Slip 7,M,Bituminous,Central,Kampala,0.447,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int4_S6,M20,Kyebando Interchange Slip 6,M,Bituminous,Central,Kampala,0.132,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int4_S1,M20,Kyebando Interchange Slip 1,M,Bituminous,Central,Kampala,0.334,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int3_S5,M20,Kisaasi Interchange Slip 5,M,Bituminous,Central,Kampala,0.191,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int3_S4,M20,Kisaasi Interchange Slip 4,M,Bituminous,Central,Kampala,0.188,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int3_S8,M20,Kisaasi Interchange Slip 8,M,Bituminous,Central,Kampala,0.059,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int2_S9,M20,Naalya Interchange Slip 9,M,Bituminous,Central,Kampala,0.206,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int2_S8,M20,Naalya Interchange Slip 8,M,Bituminous,Central,Kampala,0.205,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int2_S7,M20,Naalya Interchange Slip 7,M,Bituminous,Central,Kampala,0.39,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int2_S2,M20,Naalya Interchange Slip 2,M,Bituminous,Central,Kampala,0.4,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int2_S1,M20,Naalya Interchange Slip 1,M,Bituminous,Central,Kampala,0.312,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int1_S4,M20,Namboole Interchange Slip 4,M,Bituminous,Central,Kampala,0.341,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int1_S5,M20,Namboole Interchange Slip 5,M,Bituminous,Central,Kampala,0.339,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int1_S1,M20,Namboole Interchange Slip 1,M,Bituminous,Central,Kampala,0.355,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int8_S2,M20,Masanafu Interchange Slip 2,M,Bituminous,Central,Kampala,0.1,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int8_S5,M20,Masanafu Interchange Slip 5,M,Bituminous,Central,Kampala,0.089,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int8_S8,M20,Masanafu Interchange Slip 8,M,Bituminous,Central,Kampala,0.425,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int8_S9,M20,Masanafu Interchange Slip 9,M,Bituminous,Central,Kampala,0.096,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int8_S6,M20,Masanafu Interchange Slip 6,M,Bituminous,Central,Kampala,0.104,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int8_S7,M20,Masanafu Interchange Slip 7,M,Bituminous,Central,Kampala,0.356,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int9_S3,M20,Busega Interchange Slip 3,M,Bituminous,Central,Kampala,0.779,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int2_S4,M3,Kajjansi Interchange Slip 4,M,Bituminous,Central,Kampala,0.822,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int2_S2,M3,Kajjansi Interchange Slip 2,M,Bituminous,Central,Kampala,0.985,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int2_S3,M3,Kajjansi Interchange Slip 3,M,Bituminous,Central,Kampala,0.727,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int2_S1,M3,Kajjansi Interchange Slip 1,M,Bituminous,Central,Kampala,0.603,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
A003N3_Link01,A003N3,Kajjansi (Dual),A,Bituminous,Central,Kampala,0.353,0,Yes,station-class-proxy,2025,27170.06,28800.27,20333.26,0.045,1,16,16,,2025,2026,"AADT proxy from Kampala A road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",Traffic_estimate_2025.xlsx; Generated road-link traffic integrity fill
B103_Link02,B103,Sembabule - Lwemiyaga junction - Nkonge,B,Unsealed,Central,Masaka,36,0,Yes,exact-link-raw-tis-reconciled,2024,2627.29,2830.75,917.52,0.038,1,7,,1,2024,2024,Reconciled from TIS 2024 raw classified hourly counts by grouping date-hour-direction slots and averaging duplicate rows before daily ADT aggregation; applied because the embedded estimate was duplicated or materially inconsistent with the raw link count,Traffic_estimate_2025.xlsx; TIS 2025_AADT analysis.xlsx; Raw TIS duplicate/mismatch reconciliation
M3Int3_S3,M3,Kajjansi Interchange Slip 7,M,Bituminous,Central,Kampala,0.385,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int3_S1,M3,Kajjansi Interchange Slip 5,M,Bituminous,Central,Kampala,0.406,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int4_S3,M3,Mpala Interchange Slip 3,M,Bituminous,Central,Kampala,0.15,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int6_S1,M20,Bwaise Interchange Slip 1,M,Bituminous,Central,Kampala,1.093,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int7_S2,M20,Namungoona Interchange Slip 2,M,Bituminous,Central,Kampala,0.517,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
A009N2_Link01,A009N2,Namungoona (Dual),A,Bituminous,Central,Kampala,0.519,0,Yes,station-class-proxy,2025,27170.06,28800.27,20333.26,0.045,1,16,16,,2025,2026,"AADT proxy from Kampala A road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",Traffic_estimate_2025.xlsx; Generated road-link traffic integrity fill
M20Int9_S1,M20,Busega Interchange Slip 1,M,Bituminous,Central,Kampala,0.769,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M20Int9_S2,M20,Busega Interchange Slip 2,M,Bituminous,Central,Kampala,0.664,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
M3Int1_S1,M3,Busega Interchange Slip 4,M,Bituminous,Central,Kampala,0.677,0,Yes,station-class-proxy,2025,41730.5,44973.11,28282.45,0.055,1,9,3,,2024; 2025,2026,"AADT proxy from Kampala M road links with classified traffic evidence; no exact link-level AADT was found, so this is retained as proxy evidence until measured counts are available",TIS 2025_AADT analysis.xlsx; Traffic_estimate_2025.xlsx; Bridge integrity traffic proxy; Generated road-link traffic integrity fill
